Name,Date,Time,Weektime,Tradetime_Dum,Tpostnum,Pospostnum,Negpostnum,Neupostnum,Readnum,Commentnum
黄金概念吧,2020/1/14,9:00-15:00,星期二,1,7,2,0,5,1551,1
黄金概念吧,2020/1/15,9:00-15:00,星期三,1,4,2,0,2,889,1
黄金概念吧,2020/1/16,15:00-9:00,星期四,0,3,1,0,2,1563,0
黄金概念吧,2020/1/16,9:00-15:00,星期四,1,5,2,0,3,1075,0
黄金概念吧,2020/1/17,9:00-15:00,星期五,1,1,0,0,1,293,0
黄金概念吧,2020/1/19,0:00-24:00,星期日,0,2,1,0,1,863,0
黄金概念吧,2020/1/20,9:00-15:00,星期一,1,4,3,0,1,888,0
黄金概念吧,2020/1/21,9:00-15:00,星期二,1,4,0,1,3,947,0
黄金概念吧,2020/1/22,9:00-15:00,星期三,1,3,1,0,2,657,0
黄金概念吧,2020/1/23,9:00-15:00,星期四,1,4,1,0,3,951,0
黄金概念吧,2020/1/24,15:00-9:00,星期五,0,2,1,0,1,826,0
黄金概念吧,2020/1/30,9:00-15:00,星期四,1,1,0,1,0,480,0
黄金概念吧,2020/2/3,0:00-9:00,星期一,0,1,0,0,1,1387,0
黄金概念吧,2020/2/3,9:00-15:00,星期一,1,4,2,0,2,731,0
黄金概念吧,2020/2/4,15:00-9:00,星期二,0,4,1,0,3,4971,0
黄金概念吧,2020/2/4,9:00-15:00,星期二,1,3,2,0,1,657,0
黄金概念吧,2020/2/5,9:00-15:00,星期三,1,2,2,0,0,419,0
黄金概念吧,2020/2/6,9:00-15:00,星期四,1,1,0,0,1,169,0
黄金概念吧,2020/2/7,9:00-15:00,星期五,1,3,3,0,0,731,0
黄金概念吧,2020/2/7,15:00-24:00,星期五,0,1,1,0,0,306,0
黄金概念吧,2020/2/8,0:00-24:00,星期六,0,2,0,2,0,727,0
黄金概念吧,2020/2/10,9:00-15:00,星期一,1,1,1,0,0,200,0
黄金概念吧,2020/2/13,9:00-15:00,星期四,1,2,1,0,1,432,0
黄金概念吧,2020/2/14,15:00-9:00,星期五,0,1,0,0,1,291,0
黄金概念吧,2020/2/14,9:00-15:00,星期五,1,2,0,0,2,476,0
黄金概念吧,2020/2/17,9:00-15:00,星期一,1,1,0,0,1,183,0
黄金概念吧,2020/2/18,9:00-15:00,星期二,1,2,0,0,2,389,0
黄金概念吧,2020/2/19,15:00-9:00,星期三,0,2,1,0,1,896,8
黄金概念吧,2020/2/19,9:00-15:00,星期三,1,12,1,1,10,1991,0
黄金概念吧,2020/2/20,15:00-9:00,星期四,0,2,0,1,1,607,0
黄金概念吧,2020/2/20,9:00-15:00,星期四,1,8,1,3,4,1430,2
黄金概念吧,2020/2/21,15:00-9:00,星期五,0,1,1,0,0,214,0
黄金概念吧,2020/2/21,9:00-15:00,星期五,1,16,7,3,6,2548,0
黄金概念吧,2020/2/21,15:00-24:00,星期五,0,2,0,0,2,476,1
黄金概念吧,2020/2/23,0:00-24:00,星期日,0,1,1,0,0,279,0
黄金概念吧,2020/2/24,9:00-15:00,星期一,1,7,2,0,5,1030,1
黄金概念吧,2020/2/25,15:00-9:00,星期二,0,5,2,0,3,850,0
黄金概念吧,2020/2/25,9:00-15:00,星期二,1,7,2,0,5,1134,1
黄金概念吧,2020/2/26,15:00-9:00,星期三,0,1,0,0,1,175,0
黄金概念吧,2020/2/26,9:00-15:00,星期三,1,12,5,4,3,1648,2
黄金概念吧,2020/2/27,15:00-9:00,星期四,0,2,0,0,2,443,1
黄金概念吧,2020/2/27,9:00-15:00,星期四,1,3,3,0,0,405,1
黄金概念吧,2020/2/28,15:00-9:00,星期五,0,1,0,0,1,135,0
黄金概念吧,2020/2/28,9:00-15:00,星期五,1,11,0,1,10,1415,2
黄金概念吧,2020/2/28,15:00-24:00,星期五,0,2,0,0,2,251,0
黄金概念吧,2020/3/1,0:00-24:00,星期日,0,1,1,0,0,148,0
黄金概念吧,2020/3/3,15:00-9:00,星期二,0,2,1,0,1,191,0
黄金概念吧,2020/3/3,9:00-15:00,星期二,1,3,1,0,2,443,0
黄金概念吧,2020/3/4,15:00-9:00,星期三,0,2,2,0,0,255,0
黄金概念吧,2020/3/4,9:00-15:00,星期三,1,3,0,0,3,497,6
黄金概念吧,2020/3/5,15:00-9:00,星期四,0,9,0,0,9,1122,0
黄金概念吧,2020/3/5,9:00-15:00,星期四,1,1,0,0,1,144,1
黄金概念吧,2020/3/6,15:00-9:00,星期五,0,1,0,0,1,234,0
黄金概念吧,2020/3/6,9:00-15:00,星期五,1,8,2,1,5,1166,2
黄金概念吧,2020/3/6,15:00-24:00,星期五,0,2,0,0,2,215,0
黄金概念吧,2020/3/8,0:00-24:00,星期日,0,1,1,0,0,283,0
黄金概念吧,2020/3/9,9:00-15:00,星期一,1,13,5,1,7,2079,8
黄金概念吧,2020/3/10,15:00-9:00,星期二,0,6,0,2,4,1103,1
黄金概念吧,2020/3/10,9:00-15:00,星期二,1,4,1,0,3,655,0
黄金概念吧,2020/3/11,15:00-9:00,星期三,0,3,0,1,2,466,0
黄金概念吧,2020/3/11,9:00-15:00,星期三,1,1,0,1,0,135,0
黄金概念吧,2020/3/12,9:00-15:00,星期四,1,3,0,2,1,515,0
黄金概念吧,2020/3/13,15:00-9:00,星期五,0,3,1,1,1,675,0
黄金概念吧,2020/3/13,9:00-15:00,星期五,1,4,1,0,3,720,0
黄金概念吧,2020/3/13,15:00-24:00,星期五,0,2,1,0,1,301,0
黄金概念吧,2020/3/14,0:00-24:00,星期六,0,1,0,0,1,336,0
黄金概念吧,2020/3/16,9:00-15:00,星期一,1,2,0,0,2,256,0
黄金概念吧,2020/3/17,9:00-15:00,星期二,1,1,1,0,0,118,0
黄金概念吧,2020/3/18,15:00-9:00,星期三,0,4,0,0,4,536,0
黄金概念吧,2020/3/18,9:00-15:00,星期三,1,1,0,0,1,148,0
黄金概念吧,2020/3/19,15:00-9:00,星期四,0,1,0,0,1,133,0
黄金概念吧,2020/3/20,9:00-15:00,星期五,1,1,1,0,0,126,0
黄金概念吧,2020/3/21,0:00-24:00,星期六,0,1,0,0,1,157,0
黄金概念吧,2020/3/22,0:00-24:00,星期日,0,1,0,1,0,152,0
黄金概念吧,2020/3/23,9:00-15:00,星期一,1,1,0,0,1,222,0
黄金概念吧,2020/3/24,9:00-15:00,星期二,1,5,1,0,4,456,0
黄金概念吧,2020/3/25,15:00-9:00,星期三,0,3,0,0,3,317,2
黄金概念吧,2020/3/25,9:00-15:00,星期三,1,5,3,0,2,550,1
黄金概念吧,2020/3/26,15:00-9:00,星期四,0,3,1,1,1,370,6
黄金概念吧,2020/3/30,0:00-9:00,星期一,0,1,0,0,1,124,0
黄金概念吧,2020/4/1,15:00-9:00,星期三,0,2,1,0,1,282,0
黄金概念吧,2020/4/1,9:00-15:00,星期三,1,1,1,0,0,90,0
黄金概念吧,2020/4/2,15:00-9:00,星期四,0,7,1,1,5,838,3
黄金概念吧,2020/4/2,9:00-15:00,星期四,1,1,0,1,0,119,0
黄金概念吧,2020/4/3,15:00-9:00,星期五,0,1,0,0,1,146,0
黄金概念吧,2020/4/3,9:00-15:00,星期五,1,3,2,1,0,277,0
黄金概念吧,2020/4/5,0:00-24:00,星期日,0,1,0,0,1,172,0
黄金概念吧,2020/4/7,15:00-9:00,星期二,0,2,1,0,1,169,0
黄金概念吧,2020/4/7,9:00-15:00,星期二,1,2,0,0,2,143,0
黄金概念吧,2020/4/8,15:00-9:00,星期三,0,2,1,0,1,281,0
黄金概念吧,2020/4/8,9:00-15:00,星期三,1,1,0,1,0,86,1
黄金概念吧,2020/4/9,15:00-9:00,星期四,0,3,0,0,3,1030,1
黄金概念吧,2020/4/10,9:00-15:00,星期五,1,10,5,0,5,688,2
黄金概念吧,2020/4/10,15:00-24:00,星期五,0,1,1,0,0,252,0
黄金概念吧,2020/4/13,9:00-15:00,星期一,1,1,0,1,0,92,0
黄金概念吧,2020/4/14,9:00-15:00,星期二,1,4,2,0,2,332,1
黄金概念吧,2020/4/15,9:00-15:00,星期三,1,2,0,0,2,151,0
黄金概念吧,2020/4/17,9:00-15:00,星期五,1,1,0,0,1,79,0
黄金概念吧,2020/4/18,0:00-24:00,星期六,0,1,0,0,1,162,0
黄金概念吧,2020/4/20,9:00-15:00,星期一,1,1,1,0,0,77,0
黄金概念吧,2020/4/21,15:00-9:00,星期二,0,1,0,0,1,109,0
黄金概念吧,2020/4/21,9:00-15:00,星期二,1,1,1,0,0,111,0
黄金概念吧,2020/4/22,15:00-9:00,星期三,0,1,1,0,0,148,0
黄金概念吧,2020/4/24,15:00-9:00,星期五,0,1,1,0,0,162,0
黄金概念吧,2020/4/24,9:00-15:00,星期五,1,2,0,0,2,218,0
黄金概念吧,2020/4/27,9:00-15:00,星期一,1,2,1,0,1,237,1
黄金概念吧,2020/4/28,15:00-9:00,星期二,0,1,0,0,1,117,0
黄金概念吧,2020/4/28,9:00-15:00,星期二,1,1,0,0,1,98,0
黄金概念吧,2020/4/29,15:00-9:00,星期三,0,2,0,1,1,145,0
黄金概念吧,2020/4/29,9:00-15:00,星期三,1,1,1,0,0,112,0
黄金概念吧,2020/5/14,9:00-15:00,星期四,1,6,2,1,3,671,2
黄金概念吧,2020/5/15,9:00-15:00,星期五,1,1,1,0,0,103,0
黄金概念吧,2020/5/15,15:00-24:00,星期五,0,2,1,0,1,199,0
黄金概念吧,2020/5/17,0:00-24:00,星期日,0,1,0,0,1,186,0
黄金概念吧,2020/5/18,9:00-15:00,星期一,1,1,1,0,0,144,0
黄金概念吧,2020/5/19,9:00-15:00,星期二,1,1,0,0,1,109,0
黄金概念吧,2020/5/20,15:00-9:00,星期三,0,2,0,0,2,222,0
黄金概念吧,2020/5/21,9:00-15:00,星期四,1,1,0,0,1,103,0
黄金概念吧,2020/5/22,15:00-9:00,星期五,0,1,0,0,1,101,1
黄金概念吧,2020/5/22,9:00-15:00,星期五,1,2,1,0,1,191,0
黄金概念吧,2020/5/25,9:00-15:00,星期一,1,1,0,0,1,109,0
黄金概念吧,2020/5/26,9:00-15:00,星期二,1,1,1,0,0,123,0
黄金概念吧,2020/5/29,15:00-24:00,星期五,0,1,0,1,0,80,0
黄金概念吧,2020/6/1,9:00-15:00,星期一,1,1,0,0,1,111,0
黄金概念吧,2020/6/2,9:00-15:00,星期二,1,1,0,0,1,84,0
黄金概念吧,2020/6/5,15:00-9:00,星期五,0,1,1,0,0,139,0
黄金概念吧,2020/6/9,9:00-15:00,星期二,1,1,0,1,0,102,0
黄金概念吧,2020/6/10,9:00-15:00,星期三,1,1,0,0,1,72,0
黄金概念吧,2020/6/11,9:00-15:00,星期四,1,1,0,0,1,87,0
黄金概念吧,2020/6/12,15:00-9:00,星期五,0,1,0,0,1,131,0
黄金概念吧,2020/6/12,9:00-15:00,星期五,1,1,1,0,0,104,0
黄金概念吧,2020/6/15,9:00-15:00,星期一,1,1,1,0,0,89,0
黄金概念吧,2020/6/17,15:00-9:00,星期三,0,1,0,0,1,7,0
黄金概念吧,2020/6/18,9:00-15:00,星期四,1,1,0,0,1,107,0
黄金概念吧,2020/6/19,15:00-9:00,星期五,0,1,0,0,1,74,0
黄金概念吧,2020/6/23,15:00-9:00,星期二,0,1,1,0,0,16,0
黄金概念吧,2020/6/25,15:00-9:00,星期四,0,1,0,0,1,198,0
黄金概念吧,2020/6/29,9:00-15:00,星期一,1,1,1,0,0,90,0
黄金概念吧,2020/6/30,9:00-15:00,星期二,1,1,0,0,1,73,0
黄金概念吧,2020/7/1,15:00-9:00,星期三,0,1,1,0,0,68,0
黄金概念吧,2020/7/3,9:00-15:00,星期五,1,1,0,0,1,56,0
黄金概念吧,2020/7/7,15:00-9:00,星期二,0,1,1,0,0,62,0
黄金概念吧,2020/7/8,15:00-9:00,星期三,0,1,1,0,0,54,0
黄金概念吧,2020/7/8,9:00-15:00,星期三,1,2,1,1,0,176,0
黄金概念吧,2020/7/9,9:00-15:00,星期四,1,2,0,0,2,139,0
黄金概念吧,2020/7/15,9:00-15:00,星期三,1,1,1,0,0,73,0
黄金概念吧,2020/7/17,9:00-15:00,星期五,1,1,1,0,0,100,0
黄金概念吧,2020/7/22,15:00-9:00,星期三,0,1,0,0,1,58,0
黄金概念吧,2020/7/22,9:00-15:00,星期三,1,4,1,1,2,386,0
黄金概念吧,2020/7/23,9:00-15:00,星期四,1,1,0,0,1,86,0
黄金概念吧,2020/7/24,15:00-9:00,星期五,0,2,0,0,2,221,0
黄金概念吧,2020/7/24,9:00-15:00,星期五,1,3,0,3,0,251,0
黄金概念吧,2020/7/25,0:00-24:00,星期六,0,1,1,0,0,134,0
黄金概念吧,2020/7/26,0:00-24:00,星期日,0,1,0,0,1,179,0
黄金概念吧,2020/7/27,9:00-15:00,星期一,1,19,5,3,11,2034,3
黄金概念吧,2020/7/28,15:00-9:00,星期二,0,4,0,2,2,525,0
黄金概念吧,2020/7/28,9:00-15:00,星期二,1,11,3,2,6,1117,0
黄金概念吧,2020/7/29,15:00-9:00,星期三,0,3,0,0,3,351,0
黄金概念吧,2020/7/29,9:00-15:00,星期三,1,4,1,0,3,362,0
黄金概念吧,2020/7/31,9:00-15:00,星期五,1,1,1,0,0,98,0
黄金概念吧,2020/8/1,0:00-24:00,星期六,0,3,0,0,3,416,0
黄金概念吧,2020/8/3,0:00-9:00,星期一,0,1,1,0,0,139,0
黄金概念吧,2020/8/4,15:00-9:00,星期二,0,1,0,0,1,72,0
黄金概念吧,2020/8/5,15:00-9:00,星期三,0,1,0,0,1,96,0
黄金概念吧,2020/8/5,9:00-15:00,星期三,1,2,1,0,1,178,0
黄金概念吧,2020/8/6,15:00-9:00,星期四,0,1,0,0,1,82,0
黄金概念吧,2020/8/6,9:00-15:00,星期四,1,2,1,0,1,207,0
黄金概念吧,2020/8/7,15:00-9:00,星期五,0,4,2,0,2,189,0
黄金概念吧,2020/8/7,9:00-15:00,星期五,1,1,0,0,1,74,0
黄金概念吧,2020/8/8,0:00-24:00,星期六,0,1,1,0,0,92,0
黄金概念吧,2020/8/12,15:00-9:00,星期三,0,3,1,0,2,190,0
黄金概念吧,2020/8/12,9:00-15:00,星期三,1,3,1,0,2,267,0
黄金概念吧,2020/8/14,9:00-15:00,星期五,1,1,0,0,1,79,0
黄金概念吧,2020/8/18,9:00-15:00,星期二,1,1,0,0,1,103,0
黄金概念吧,2020/8/19,15:00-9:00,星期三,0,1,0,0,1,120,0
黄金概念吧,2020/8/24,9:00-15:00,星期一,1,1,0,0,1,122,0
黄金概念吧,2020/8/26,15:00-9:00,星期三,0,1,0,0,1,79,0
黄金概念吧,2020/8/26,9:00-15:00,星期三,1,2,0,0,2,176,0
黄金概念吧,2020/8/28,9:00-15:00,星期五,1,1,1,0,0,94,0
黄金概念吧,2020/8/30,0:00-24:00,星期日,0,1,1,0,0,84,0
黄金概念吧,2020/9/1,9:00-15:00,星期二,1,1,1,0,0,121,0
黄金概念吧,2020/9/2,15:00-9:00,星期三,0,1,1,0,0,126,0
黄金概念吧,2020/9/3,9:00-15:00,星期四,1,1,1,0,0,129,0
黄金概念吧,2020/9/4,9:00-15:00,星期五,1,3,1,0,2,442,0
黄金概念吧,2020/9/5,0:00-24:00,星期六,0,1,0,0,1,210,2
黄金概念吧,2020/9/7,9:00-15:00,星期一,1,1,0,0,1,168,0
黄金概念吧,2020/9/8,9:00-15:00,星期二,1,1,0,0,1,78,0
黄金概念吧,2020/9/9,9:00-15:00,星期三,1,1,0,0,1,93,0
黄金概念吧,2020/9/15,9:00-15:00,星期二,1,2,1,0,1,277,0
黄金概念吧,2020/9/16,9:00-15:00,星期三,1,1,0,0,1,159,0
黄金概念吧,2020/9/24,15:00-9:00,星期四,0,1,0,0,1,136,0
黄金概念吧,2020/9/24,9:00-15:00,星期四,1,1,0,1,0,124,0
黄金概念吧,2020/10/21,15:00-9:00,星期三,0,1,1,0,0,77,0
黄金概念吧,2020/10/21,9:00-15:00,星期三,1,2,2,0,0,211,0
黄金概念吧,2020/10/22,15:00-9:00,星期四,0,1,0,0,1,176,0
黄金概念吧,2020/10/22,9:00-15:00,星期四,1,2,2,0,0,159,0
黄金概念吧,2020/10/26,9:00-15:00,星期一,1,2,2,0,0,264,0
黄金概念吧,2020/10/27,9:00-15:00,星期二,1,1,1,0,0,116,0
黄金概念吧,2020/11/3,9:00-15:00,星期二,1,1,0,0,1,123,0
黄金概念吧,2020/11/6,15:00-9:00,星期五,0,1,1,0,0,152,0
黄金概念吧,2020/11/6,9:00-15:00,星期五,1,2,1,0,1,183,0
黄金概念吧,2020/11/10,15:00-9:00,星期二,0,1,0,0,1,431,1
黄金概念吧,2020/11/13,15:00-24:00,星期五,0,1,0,0,1,204,0
黄金概念吧,2020/11/17,15:00-9:00,星期二,0,1,0,0,1,104,0
黄金概念吧,2020/11/20,9:00-15:00,星期五,1,1,0,1,0,105,0
黄金概念吧,2020/11/21,0:00-24:00,星期六,0,1,0,0,1,83,0
黄金概念吧,2020/11/24,15:00-9:00,星期二,0,1,0,0,1,30,0
黄金概念吧,2020/11/24,9:00-15:00,星期二,1,1,1,0,0,108,0
黄金概念吧,2020/11/27,9:00-15:00,星期五,1,1,0,0,1,81,0
黄金概念吧,2020/11/30,9:00-15:00,星期一,1,1,0,0,1,101,0
黄金概念吧,2020/12/2,9:00-15:00,星期三,1,2,0,0,2,277,0
黄金概念吧,2020/12/3,9:00-15:00,星期四,1,3,1,2,0,295,0
黄金概念吧,2020/12/10,9:00-15:00,星期四,1,1,1,0,0,107,0
黄金概念吧,2020/12/13,0:00-24:00,星期日,0,1,1,0,0,81,1
黄金概念吧,2020/12/18,15:00-9:00,星期五,0,2,0,0,2,221,0
黄金吧,2022/2/10,9:00-15:00,星期四,1,1,0,0,1,246,0
